# Chunk-averaged data for fix tprof and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
10000 20 19843
  10 123.827 979.14 322.267
  11 136.861 989.23 332.259
  12 149.896 1016.06 326.627
  13 162.93 958.76 320.097
  14 175.964 1013.06 315.218
  15 188.999 996.53 312.66
  16 202.033 972.46 306.54
  17 215.068 1019.33 304.709
  18 228.102 950.03 296.403
  19 241.136 1014.18 292.02
  20 254.171 1005.47 282.948
440000 20 19843
  1 6.5172 987.8 280.366
  2 19.5516 1014.29 283.841
  3 32.586 957.12 291.363
  4 45.6204 1015.6 293.431
  5 58.6548 960.25 296.306
  6 71.6892 1008.14 306.485
  7 84.7236 1014.22 310.779
  8 97.758 950.45 314.503
  9 110.792 1020.46 320.169
  10 123.827 979.57 324.265
  11 136.861 988.86 333.792
  12 149.896 1016.02 323.093
  13 162.93 958.89 319.757
  14 175.964 1013.03 315.4
  15 188.999 995.01 313.315
  16 202.033 973.97 309.694
  17 215.068 1019 304.41
  18 228.102 950.2 299.455
  19 241.136 1014.55 292.253
  20 254.171 1005.57 287.236
450000 20 19842.999999999996
  1 6.5172 987.12 275.261
  2 19.5516 1014.39 282.338
  3 32.586 957.26 290.075
  4 45.6204 1015.37 293.076
  5 58.6548 959.64 298.668
  6 71.6892 1008.69 309.849
  7 84.7236 1014.2 313.393
  8 97.758 950.4 316.98
  9 110.792 1020.62 326.688
  10 123.827 979.68 328.547
  11 136.861 988.69 332.008
  12 149.896 1016.03 322.875
  13 162.93 958.92 316.284
  14 175.964 1013.05 315.526
  15 188.999 996.04 311.213
  16 202.033 972.91 306.709
  17 215.068 1019.08 302.704
  18 228.102 950.44 300.139
  19 241.136 1014.19 292.38
  20 254.171 1006.28 288.247
460000 20 19843
  1 6.5172 986.99 276.692
  2 19.5516 1014.54 281.692
  3 32.586 957.03 290.946
  4 45.6204 1015.43 294.986
  5 58.6548 961.67 300.153
  6 71.6892 1006.73 308.304
  7 84.7236 1014.91 310.781
  8 97.758 949.98 312.547
  9 110.792 1020.27 320.049
  10 123.827 979.24 322.594
  11 136.861 989.12 335.833
  12 149.896 1016.03 329.493
  13 162.93 958.83 324.185
  14 175.964 1013.1 314.781
  15 188.999 992.84 313.777
  16 202.033 976.06 309.375
  17 215.068 1019.12 302.618
  18 228.102 950.02 300.59
  19 241.136 1014.69 292.053
  20 254.171 1006.4 283.346
470000 20 19843.000000000004
  1 6.5172 985.86 278.969
  2 19.5516 1014.26 284.589
  3 32.586 957.3 294.048
  4 45.6204 1015.45 298.036
  5 58.6548 959.45 302.854
  6 71.6892 1008.77 305.608
  7 84.7236 1014.45 308.061
  8 97.758 950.21 313.698
  9 110.792 1020.7 317.274
  10 123.827 979.91 324.321
  11 136.861 988.41 336.085
  12 149.896 1016.14 327.508
  13 162.93 958.79 325.683
  14 175.964 1013.03 319.793
  15 188.999 993.67 313.496
  16 202.033 975.32 300.173
  17 215.068 1019.35 295.346
  18 228.102 950.04 293.772
  19 241.136 1014.4 291.292
  20 254.171 1007.49 287.769
480000 20 19842.999999999996
  1 6.5172 985.02 282.814
  2 19.5516 1014.62 290.499
  3 32.586 957.22 298.271
  4 45.6204 1015.18 297.874
  5 58.6548 961.6 298.207
  6 71.6892 1006.68 306.974
  7 84.7236 1014.9 306.193
  8 97.758 949.92 309.802
  9 110.792 1020.41 318.514
  10 123.827 978.51 324.281
  11 136.861 989.84 332.039
  12 149.896 1016.12 328.003
  13 162.93 958.62 320.505
  14 175.964 1013.26 317.025
  15 188.999 991.66 311.73
  16 202.033 977.32 306.556
  17 215.068 1019.26 304.237
  18 228.102 950.51 295.383
  19 241.136 1013.98 288.611
  20 254.171 1008.37 288.179
490000 20 19843.000000000004
  1 6.5172 986.32 276.08
  2 19.5516 1014.44 282.857
  3 32.586 957.15 291.236
  4 45.6204 1015.44 299.72
  5 58.6548 959.59 301.794
  6 71.6892 1008.72 304.483
  7 84.7236 1013.92 308.856
  8 97.758 950.86 311.858
  9 110.792 1020.42 322.051
  10 123.827 978.65 322.152
  11 136.861 989.78 334.49
  12 149.896 1015.99 325.465
  13 162.93 958.7 321.483
  14 175.964 1013.25 318.996
  15 188.999 994.52 313.527
  16 202.033 974.46 306.893
  17 215.068 1019.33 303.996
  18 228.102 950.48 291.908
  19 241.136 1013.98 291.443
  20 254.171 1007 288.681
500000 20 19843.000000000004
  1 6.5172 986.94 277.253
  2 19.5516 1014.4 286.743
  3 32.586 957.17 293.08
  4 45.6204 1015.43 297.821
  5 58.6548 960.47 298.282
  6 71.6892 1007.84 310.3
  7 84.7236 1014.2 313.086
  8 97.758 950.56 314.363
  9 110.792 1020.51 317
  10 123.827 979.49 324.282
  11 136.861 988.84 330.82
  12 149.896 1016.06 325.814
  13 162.93 958.75 323.821
  14 175.964 1013.19 316.301
  15 188.999 992.95 310.326
  16 202.033 976.03 306.065
  17 215.068 1019.18 301.959
  18 228.102 950.36 298.315
  19 241.136 1014.18 291.33
  20 254.171 1006.45 282.823
